Seed  RobotPosition  N  ClosestSingleton  FarestSingleton  ClosestAllSingleton  FarestAllSingleton  Time
1464701040654	(2,1)	3	2	7	4	7	36
1464701041008	(2,3)	3	2	7	4	7	56
1464701041372	(1,2)	3	2	6	4	4	16
1464701041742	(1,3)	3	2	9	4	9	32
1464701042090	(1,3)	3	2	7	4	7	46
1464701042408	(3,3)	3	2	9	4	9	35
1464701042756	(3,2)	3	2	7	4	7	57
1464701043272	(2,1)	3	2	6	4	4	19
1464701051501	(2,4)	4	3	19	6	19	3062
1464701058308	(4,3)	4	3	23	7	23	3945
1464701067919	(4,4)	4	2	18	7	18	826
1464701070707	(4,2)	4	2	19	7	19	2671
1464701078689	(1,2)	4	3	19	7	19	782
1464701089195	(3,1)	4	3	20	7	20	5050
1464701099364	(4,2)	4	2	18	6	18	3893
1464701104900	(1,3)	4	3	13	7	13	248
1464701107569	(1,1)	4	2	18	6	18	1409
1464701109685	(4,2)	4	2	20	6	18	1026
1464701114509	(2,3)	4	2	20	6	19	3118
1464701118971	(2,3)	4	2	20	7	20	4208
1464701136749	(4,1)	4	3	25	6	25	1916
1464701147268	(3,4)	4	2	22	7	20	4811
1464701169610	(3,1)	4	3	19	7	19	3103
1464701178015	(1,3)	4	2	17	6	17	1499
1464701182877	(1,4)	4	2	20	7	20	7082
1464701192460	(3,2)	4	2	18	7	17	1793
1464701203359	(4,1)	4	2	18	6	18	1991
1464701207394	(4,1)	4	3	20	6	20	2812
1464701211607	(1,1)	4	2	18	7	18	2275
1464701215770	(1,3)	4	2	20	7	20	5873
1464701223508	(1,4)	4	2	16	6	16	785
1464701225945	(2,4)	4	3	25	6	25	5132
1464701240886	(3,1)	4	3	23	7	22	2261
1464701246996	(1,1)	4	2	17	7	17	1754
1464701251821	(2,4)	4	2	19	6	19	1350
1464701255276	(2,1)	4	2	19	6	19	5081
1464701265362	(2,2)	4	3	16	6	16	1930
1464701272622	(3,3)	4	2	26	7	26	6801
1464701280308	(1,4)	4	2	15	7	15	365
1464701283604	(1,4)	4	2	19	6	19	3314
1464701288511	(1,3)	4	3	23	6	21	5467
1464701300441	(2,2)	4	2	19	6	19	4674
1464701306567	(2,1)	4	3	16	6	16	864
1464701315959	(4,2)	4	2	18	6	17	852
1464701317778	(1,3)	4	3	17	6	17	3203
1464701323758	(2,2)	4	3	18	7	16	415
1464701328985	(3,3)	4	3	17	6	17	1408
1464701339461	(3,4)	4	2	20	6	18	3492
